,Total_Stops,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Vistara,Airline_Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi,Journeyday,Journeymonth,Dephour,Depmin,Arrivalhour,Arrivalmin,Durationhours,Durationmins
704,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,27,3,10,0,1,35,15,35
705,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,3,50,19,15,15,25
706,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,5,16,30,16,20,23,50
707,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,6,19,0,11,5,16,5
708,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,21,5,14,40,17,50,3,10
709,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,18,40,8,15,13,35
710,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,6,10,0,19,0,9,0
711,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,15,4,21,10,0,5,2,55
712,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,6,9,0,4,25,19,25
713,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,3,20,5,21,35,1,30
714,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,3,7,35,21,20,13,45
715,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,3,19,35,22,5,2,30
716,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,6,14,25,19,15,28,50
717,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,3,9,15,18,5,8,50
718,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,5,14,5,19,50,5,45
719,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,3,16,50,4,25,35,35
720,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,3,8,55,15,15,6,20
721,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,3,6,40,13,20,6,40
722,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,18,5,9,15,19,0,9,45
723,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,9,5,12,50,19,15,6,25
724,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,5,9,25,5,25,20,0
725,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,5,5,15,7,40,26,25
726,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,4,8,30,11,20,2,50
727,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,6,9,0,19,0,10,0
728,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,6,7,15,12,30,5,15
729,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,6,7,5,12,35,5,30
730,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,18,5,11,30,14,20,2,50
731,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12,5,17,0,23,25,6,25
732,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,24,6,17,45,20,5,2,20
733,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,3,14,40,17,5,2,25
734,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,12,55,19,15,30,20
735,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18,5,22,50,19,0,20,10
736,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,9,5,9,45,16,10,6,25
737,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,21,3,12,50,19,15,6,25
738,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,12,6,17,10,19,40,2,30
739,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9,5,14,45,17,5,2,20
740,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,14,5,22,35,8,30
741,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,5,5,30,19,0,13,30
742,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,6,14,5,22,35,8,30
743,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,5,18,55,9,20,14,25
744,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,6,9,15,1,30,16,15
745,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,12,6,15,45,22,5,6,20
746,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,6,5,10,8,0,2,50
747,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,7,0,0,45,17,45
748,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,5,9,25,1,20,15,55
749,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,6,22,50,1,20,2,30
750,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,6,12,0,21,50,9,50
751,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,6,10,35,21,0,10,25
752,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,6,19,50,22,50,3,0
753,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,6,14,35,4,25,13,50
754,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,3,14,30,17,35,3,5
755,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,12,6,7,30,21,0,13,30
756,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,6,30,12,0,5,30
757,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,3,9,10,1,35,16,25
758,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,6,5,10,10,5,4,55
759,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,6,1,30,4,15,2,45
760,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,18,55,21,45,2,50
761,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,6,3,6,0,13,20,7,20
762,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,4,8,20,11,20,3,0
763,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,6,17,0,19,45,2,45
764,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,21,3,22,5,0,25,2,20
765,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,5,12,0,7,40,19,40
766,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,3,4,55,21,20,16,25
767,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,6,20,55,23,40,2,45
768,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,6,5,30,4,25,22,55
769,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,21,5,6,20,7,40,1,20
770,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,21,5,7,30,19,15,11,45
771,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3,14,5,23,0,8,55
772,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,6,5,55,19,15,13,20
773,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,6,21,0,23,50,2,50
774,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,5,9,35,19,10,9,35
775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,11,10,13,55,2,45
776,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,9,3,9,45,22,20,12,35
777,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,12,6,21,10,0,5,2,55
778,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,5,14,5,12,0,21,55
779,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,21,6,7,0,9,40,2,40
780,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,21,3,11,30,19,15,7,45
781,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,18,5,15,15,1,30,10,15
782,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,5,21,10,18,15,21,5
783,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,5,7,25,13,35,6,10
784,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,3,16,10,18,50,26,40
785,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,17,10,1,35,8,25
786,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,3,5,55,19,15,37,20
787,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,6,50,10,30,3,40
788,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,6,11,40,19,0,7,20
789,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,5,9,35,18,0,8,25
790,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18,5,21,50,19,0,21,10
791,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,4,6,0,8,45,2,45
792,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,4,11,40,14,30,2,50
793,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,6,23,5,4,25,29,20
794,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,6,5,30,4,25,22,55
795,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,3,5,15,7,35,2,20
796,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,5,20,25,10,55,14,30
797,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,15,3,13,55,15,25,1,30
798,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,5,5,10,10,5,4,55
799,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,18,25,21,20,2,55
800,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,3,19,15,4,25,9,10
801,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18,5,7,5,12,35,5,30
802,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,9,5,20,20,23,25,27,5
803,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,6,30,19,50,13,20
804,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,27,6,10,35,19,0,8,25
805,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,3,21,10,19,40,22,30
806,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,22,50,11,25,12,35
807,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,12,6,17,45,20,5,2,20
808,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,5,12,50,19,15,6,25
809,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,12,6,10,0,21,0,11,0
810,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,6,10,0,19,0,9,0
811,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,6,14,5,22,35,8,30
812,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,5,5,5,18,10,13,5
813,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,3,9,50,12,35,2,45
814,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18,5,9,15,21,0,11,45
815,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,9,5,8,0,21,0,13,0
816,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,3,10,20,11,50,1,30
817,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,3,22,30,10,40,12,10
818,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,6,4,50,9,50,5,0
819,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,9,25,15,5,29,40
820,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,15,6,10,20,21,0,10,40
821,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,10,35,21,0,10,25
822,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,5,9,25,5,25,20,0
823,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,6,18,20,4,25,10,5
824,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,21,5,17,40,0,55,7,15
825,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,3,8,35,22,20,13,45
826,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,6,9,0,11,25,2,25
827,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,6,10,10,13,0,2,50
828,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,3,6,10,8,55,2,45
829,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,3,5,25,18,50,13,25
830,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,6,8,25,12,0,27,35
831,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,3,16,0,4,25,12,25
832,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,5,15,0,12,35,21,35
833,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,6,9,25,13,45,28,20
834,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,5,17,0,10,55,17,55
835,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,21,3,10,0,18,50,8,50
836,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,15,5,13,55,15,25,1,30
837,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,3,17,15,19,15,26,0
838,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,6,2,15,12,35,10,20
839,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,6,14,5,4,40,14,35
840,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,4,19,50,22,50,3,0
841,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,18,5,22,20,0,40,2,20
842,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,5,18,25,21,20,2,55
843,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,5,6,0,8,45,2,45
844,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,3,5,55,7,40,25,45
845,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,6,14,0,1,30,11,30
846,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,3,3,9,30,12,5,2,35
847,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,6,8,20,11,20,3,0
848,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18,5,20,0,7,40,11,40
849,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,3,20,55,23,50,2,55
850,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,3,3,8,45,13,15,4,30
851,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,12,6,7,30,19,0,11,30
852,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,15,6,11,40,21,0,9,20
853,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,5,21,5,23,55,2,50
854,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,4,11,15,18,30,7,15
855,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,24,6,11,30,14,20,2,50
856,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,5,16,55,19,15,26,20
857,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,6,15,15,20,5,4,50
858,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27,6,15,30,18,5,2,35
859,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,6,20,0,22,50,2,50
860,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,3,17,10,1,35,8,25
861,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,3,18,55,4,45,9,50
862,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,13,20,7,40,18,20
863,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,3,7,0,18,25,11,25
864,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,20,30,8,55,12,25
865,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,6,3,50,12,35,8,45
866,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,6,19,35,21,55,2,20
867,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,6,7,5,19,0,11,55
868,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,5,20,20,22,40,26,20
869,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,18,4,5,55,8,35,2,40
870,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,15,10,23,30,8,20
871,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,6,22,50,4,25,5,35
872,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,9,55,21,0,11,5
873,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,6,13,5,9,25,20,20
874,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,21,3,14,40,17,5,2,25
875,3,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,6,3,11,35,1,35,14,0
876,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,24,5,7,10,10,45,27,35
877,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,3,8,50,18,5,33,15
878,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,4,17,10,19,40,2,30
879,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,21,5,7,30,21,0,13,30
880,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,5,50,12,20,6,30
881,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,5,20,55,23,40,2,45
882,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,5,6,0,8,45,2,45
883,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,5,11,10,14,5,2,55
884,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,5,23,5,4,25,29,20
885,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,3,7,5,4,25,21,20
886,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,6,6,10,8,55,2,45
887,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,21,4,21,10,0,5,2,55
888,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,6,10,0,13,45,27,45
889,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12,5,7,10,20,20,13,10
890,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,6,4,0,6,50,2,50
891,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,12,5,9,0,11,25,2,25
892,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,3,17,30,1,35,8,5
893,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,21,25,0,5,2,40
894,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,5,0,30,3,25,2,55
895,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,5,9,25,7,55,22,30
896,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,18,15,19,0,24,45
897,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,6,5,14,55,22,30,7,35
898,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,6,6,0,8,45,2,45
899,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,6,22,0,19,15,21,15
900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,5,22,10,1,0,2,50
901,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,3,7,0,23,0,16,0
902,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,27,6,13,0,1,30,12,30
903,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,5,23,5,19,0,19,55
904,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,5,6,30,19,50,13,20
905,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,12,3,20,0,23,45,27,45
906,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,5,11,35,14,0,2,25
907,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27,3,20,45,23,20,2,35
908,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,24,6,19,30,20,45,1,15
909,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,3,20,0,22,55,2,55
910,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6,3,9,40,9,10,23,30
911,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,20,30,8,15,11,45
912,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,6,18,5,21,10,3,5
913,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,27,4,6,55,9,30,2,35
914,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,18,5,17,45,1,30,7,45
915,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,6,3,10,0,21,0,11,0
916,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,9,5,9,15,19,0,9,45
917,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,9,5,8,0,21,0,13,0
918,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,6,9,45,12,0,2,15
919,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,21,3,6,40,12,35,5,55
920,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,6,10,8,55,2,45
921,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,5,21,10,8,15,11,5
922,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,6,19,55,22,25,2,30
923,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,0,40,3,25,2,45
924,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,6,17,40,23,0,5,20
925,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,5,6,50,7,40,24,50
926,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,18,55,4,40,9,45
927,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,6,13,0,4,25,15,25
928,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,15,5,8,45,13,15,4,30
929,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,5,5,30,4,25,22,55
930,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,4,5,35,8,50,3,15
931,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,3,16,55,22,35,5,40
932,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,6,8,20,10,35,2,15
933,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,3,18,55,21,45,2,50
934,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,3,12,0,19,15,7,15
935,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,9,6,17,45,1,30,7,45
936,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,3,21,10,23,55,2,45
937,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,16,30,10,5,17,35
938,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,5,16,0,21,0,5,0
939,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,5,8,25,23,35,15,10
