,Total_Stops,Price,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Jet Airways Business,Airline_Multiple carriers,Airline_Multiple carriers Premium economy,Airline_SpiceJet,Airline_Trujet,Airline_Vistara,Airline_Vistara Premium economy,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi,Journeyday,Journeymonth,Dephour,Depmin,Arrivalhour,Arrivalmin,Durationhours,Durationmins
8681,1.0,12898,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,5,18,15,12,35,18,20
8682,2.0,15129,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,5,23,5,4,25,29,20
8683,1.0,13378,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,3,11,30,19,15,7,45
8684,0.0,4174,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,6,9,0,11,25,2,25
8685,1.0,9103,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,5,11,25,19,0,7,35
8686,0.0,3850,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9,6,7,55,10,15,2,20
8687,0.0,6216,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,9,6,14,40,17,50,3,10
8688,1.0,8610,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,4,17,0,23,25,6,25
8689,1.0,10539,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,6,17,0,9,45,16,45
8690,1.0,6674,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,3,11,55,22,20,10,25
8691,1.0,7618,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,6,8,0,21,0,13,0
8692,0.0,3943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,4,0,30,3,25,2,55
8693,0.0,11913,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,24,3,16,0,18,35,2,35
8694,0.0,6860,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,18,55,21,45,2,50
8695,2.0,13292,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,6,5,30,19,0,13,30
8696,1.0,17057,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,3,2,15,15,30,13,15
8697,2.0,13014,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,6,5,30,19,0,13,30
8698,2.0,11552,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,7,5,19,15,36,10
8699,0.0,6297,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,12,3,11,35,14,0,2,25
8700,0.0,4332,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,24,3,11,35,14,0,2,25
8701,0.0,5674,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,3,5,10,8,0,2,50
8702,1.0,10711,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,5,7,5,19,15,12,10
8703,1.0,11467,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,9,35,18,0,8,25
8704,2.0,12434,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,16,50,15,5,22,15
8705,0.0,5201,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,6,18,5,21,10,3,5
8706,0.0,4878,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,18,5,17,0,19,35,2,35
8707,2.0,13014,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,6,5,30,4,25,22,55
8708,0.0,3597,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,6,6,8,20,10,35,2,15
8709,2.0,12599,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,8,50,11,10,26,20
8710,1.0,10844,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,5,18,55,22,35,27,40
8711,1.0,12898,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,5,2,15,19,0,16,45
8712,0.0,3943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,6,13,0,15,50,2,50
8713,1.0,7198,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,6,13,0,1,30,12,30
8714,1.0,4963,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,18,5,15,5,20,20,5,15
8715,0.0,12649,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,16,55,19,45,2,50
8716,1.0,17267,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,3,8,0,15,30,7,30
8717,1.0,12373,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,5,7,5,19,0,11,55
8718,1.0,13502,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,11,40,0,45,13,5
8719,1.0,11622,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,3,11,30,18,50,7,20
8720,0.0,5515,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,3,22,20,0,40,2,20
8721,1.0,9314,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,5,20,25,14,25,18,0
8722,1.0,11789,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,6,10,20,19,0,8,40
8723,0.0,4823,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,4,20,0,22,50,2,50
8724,2.0,10467,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,6,13,15,9,25,20,10
8725,1.0,7408,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,6,13,0,21,0,8,0
8726,1.0,7480,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,6,6,5,9,25,27,20
8727,0.0,3841,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,24,4,22,20,0,40,2,20
8728,0.0,3543,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,18,5,17,45,20,5,2,20
8729,3.0,10493,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,6,5,15,19,15,38,0
8730,1.0,9103,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,5,11,25,19,0,7,35
8731,1.0,10844,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,14,5,19,50,5,45
8732,0.0,4823,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,6,20,0,22,50,2,50
8733,0.0,4482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,3,23,25,2,10,2,45
8734,1.0,8529,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,6,6,30,10,5,27,35
8735,0.0,7931,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,14,10,17,10,3,0
8736,1.0,9663,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,5,18,55,9,20,14,25
8737,2.0,10368,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,9,40,19,0,9,20
8738,2.0,10151,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,5,12,0,21,50,9,50
8739,0.0,3543,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,27,5,17,45,20,5,2,20
8740,1.0,7530,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,19,0,1,30,6,30
8741,1.0,6805,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,5,14,55,22,30,7,35
8742,0.0,3419,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,6,7,45,10,40,2,55
8743,0.0,7120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,6,23,55,2,45,2,50
8744,1.0,14151,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,5,17,0,10,55,17,55
8745,0.0,3100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,21,6,6,20,7,40,1,20
8746,1.0,12121,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,5,17,0,14,25,21,25
8747,0.0,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,6,5,5,45,7,15,1,30
8748,0.0,2647,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,15,6,5,45,7,15,1,30
8749,1.0,6147,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,6,17,5,22,25,5,20
8750,2.0,14237,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,18,25,4,25,10,0
8751,1.0,13044,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,6,21,10,9,20,12,10
8752,1.0,15554,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18,5,2,15,19,0,16,45
8753,0.0,4423,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,9,4,9,30,12,20,2,50
8754,1.0,8372,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,6,21,0,7,40,10,40
8755,1.0,10844,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,5,20,0,23,35,27,35
8756,1.0,9555,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,18,5,17,0,18,50,25,50
8757,2.0,8839,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,5,17,15,9,25,16,10
8758,2.0,10151,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,12,0,18,30,30,30
8759,2.0,11432,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,5,9,25,5,35,20,10
8760,0.0,4319,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,15,4,9,30,12,20,2,50
8761,2.0,9626,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,6,12,0,18,30,30,30
8762,1.0,10623,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,5,17,30,20,25,26,55
8763,0.0,9564,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18,4,11,0,14,15,3,15
8764,1.0,14781,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,5,14,5,20,45,6,40
8765,0.0,7229,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,5,8,20,11,20,3,0
8766,1.0,5684,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,6,17,30,1,30,8,0
8767,1.0,14388,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,5,5,45,9,20,27,35
8768,0.0,5515,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,18,4,9,30,12,20,2,50
8769,1.0,12692,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,6,20,25,22,5,25,40
8770,1.0,9314,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,9,35,19,10,9,35
8771,0.0,3873,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,15,6,17,10,19,40,2,30
8772,0.0,4807,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,21,4,22,20,0,40,2,20
8773,1.0,14848,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,6,9,0,19,15,10,15
8774,1.0,6171,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,4,5,5,12,10,7,5
8775,0.0,1965,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,24,6,13,15,14,45,1,30
8776,1.0,10539,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,6,9,35,21,5,11,30
8777,0.0,4483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,11,10,13,55,2,45
8778,1.0,8371,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,3,6,0,19,15,13,15
8779,1.0,15764,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,3,13,55,4,25,14,30
8780,1.0,10844,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,5,16,30,23,35,7,5
8781,2.0,11642,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,5,16,50,5,35,12,45
8782,0.0,4423,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,4,4,0,6,50,2,50
8783,0.0,4878,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,15,6,9,45,12,35,2,50
8784,0.0,2227,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,9,5,13,15,14,45,1,30
8785,1.0,10844,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,5,16,30,18,15,25,45
8786,0.0,4107,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,4,19,55,22,25,2,30
8787,1.0,11262,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,24,3,7,10,10,50,27,40
8788,1.0,10262,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,6,14,0,12,35,22,35
8789,0.0,4544,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,5,15,15,18,10,2,55
8790,0.0,6144,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,5,18,55,22,0,3,5
8791,0.0,5706,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,3,7,45,10,40,2,55
8792,1.0,5853,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,3,5,50,12,20,6,30
8793,2.0,10118,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,5,6,30,20,50,14,20
8794,2.0,14687,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,9,25,5,25,20,0
8795,1.0,9254,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,5,11,30,19,15,7,45
8796,2.0,10368,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,9,40,4,25,18,45
8797,1.0,14571,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,6,14,5,20,45,6,40
8798,0.0,7229,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,6,15,15,18,10,2,55
8799,1.0,6093,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,6,6,40,21,0,14,20
8800,1.0,16023,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,3,8,0,21,0,13,0
8801,0.0,3597,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,6,14,45,17,5,2,20
8802,1.0,8824,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,3,6,30,23,25,16,55
8803,1.0,7060,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,3,2,0,7,45,5,45
8804,1.0,14231,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,3,13,55,9,15,19,20
8805,0.0,4544,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,4,18,55,22,0,3,5
8806,1.0,16289,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,3,15,5,18,50,27,45
8807,0.0,6565,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,10,10,12,55,2,45
8808,0.0,3597,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,21,6,14,45,17,5,2,20
8809,1.0,7480,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6,5,20,40,9,25,12,45
8810,1.0,9922,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,12,5,17,0,10,45,17,45
8811,0.0,7229,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,5,17,45,20,45,3,0
8812,2.0,14300,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,6,20,0,12,35,16,35
8813,1.0,12242,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,3,2,15,4,25,26,10
8814,1.0,10678,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,6,11,25,19,0,7,35
8815,1.0,9450,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,5,8,0,21,0,13,0
8816,0.0,4174,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,4,21,25,0,5,2,40
8817,0.0,4544,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,4,7,10,10,10,3,0
8818,1.0,5386,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,5,17,35,22,15,4,40
8819,2.0,15129,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,5,19,10,19,0,23,50
8820,1.0,6412,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,6,14,20,22,30,8,10
8821,2.0,15339,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,6,23,5,4,25,29,20
8822,0.0,7229,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,3,2,0,4,45,2,45
8823,0.0,4878,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,6,9,45,12,35,2,50
8824,0.0,3807,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,4,10,20,12,55,2,35
8825,1.0,12373,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18,5,17,30,12,35,19,5
8826,1.0,14571,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,6,14,5,23,35,9,30
8827,1.0,10262,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,6,19,45,4,25,8,40
8828,1.0,10577,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,6,20,55,19,0,22,5
8829,1.0,12395,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,6,3,20,55,22,55,26,0
8830,0.0,3841,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,27,4,6,55,9,30,2,35
8831,1.0,8759,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,6,7,55,15,45,7,50
8832,1.0,7738,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,3,4,45,15,30,10,45
8833,1.0,7503,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18,5,15,0,1,30,10,30
8834,1.0,5883,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,6,11,25,1,30,14,5
8835,1.0,12692,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,6,20,25,9,45,13,20
8836,0.0,4823,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,4,8,30,11,20,2,50
8837,0.0,2017,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,27,5,5,45,7,15,1,30
8838,2.0,8603,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,6,12,0,7,40,19,40
8839,0.0,5769,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,6,11,10,14,5,2,55
8840,1.0,12681,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,18,55,18,15,23,20
8841,0.0,3625,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,24,6,5,55,8,35,2,40
8842,1.0,8854,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,5,9,15,1,30,16,15
8843,0.0,2754,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,15,5,2,35,4,5,1,30
8844,1.0,8372,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,6,10,0,19,15,9,15
8845,1.0,10262,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,6,16,0,12,35,20,35
8846,0.0,10810,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,3,11,40,13,55,2,15
8847,0.0,3540,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15,6,5,15,7,40,2,25
8848,0.0,8016,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,6,18,55,22,0,3,5
8849,0.0,6860,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,10,30,13,20,2,50
8850,1.0,6451,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,4,16,45,22,25,5,40
8851,1.0,13067,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,20,25,15,5,18,40
8852,1.0,11467,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,17,0,18,0,25,0
8853,1.0,10203,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,5,10,0,23,15,13,15
8854,0.0,4082,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,3,22,50,1,20,2,30
8855,2.0,13276,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,5,10,55,19,15,8,20
8856,2.0,23001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,8,55,15,55,7,0
8857,1.0,10844,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,6,18,55,20,45,25,50
8858,0.0,4990,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,6,18,55,21,50,2,55
8859,1.0,10037,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,5,50,15,0,9,10
8860,1.0,14388,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,5,20,0,4,40,8,40
8861,0.0,7303,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,3,16,55,19,45,2,50
8862,2.0,12287,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,3,21,30,19,15,21,45
8863,1.0,10844,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,6,14,5,20,45,6,40
8864,0.0,4995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,24,5,10,20,11,50,1,30
8865,1.0,9794,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,27,5,11,40,19,0,7,20
8866,1.0,4226,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,6,6,20,10,20,4,0
8867,1.0,7318,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,3,11,30,1,35,14,5
8868,1.0,8529,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,6,20,0,8,15,12,15
8869,2.0,9416,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,6,12,0,18,30,30,30
8870,2.0,11507,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,6,9,35,12,35,27,0
8871,2.0,9920,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,16,45,8,55,16,10
8872,1.0,7038,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18,5,7,10,16,10,9,0
8873,1.0,4959,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,6,7,0,12,55,5,55
8874,0.0,5678,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,6,7,5,8,30,1,25
8875,0.0,7229,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,6,8,20,11,20,3,0
8876,1.0,7064,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4,16,30,23,35,7,5
8877,0.0,4823,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,4,8,30,11,20,2,50
8878,1.0,14571,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,5,16,30,22,35,6,5
8879,0.0,4148,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27,3,9,35,12,20,2,45
8880,2.0,13873,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,5,10,0,1,20,15,20
8881,1.0,10262,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24,6,13,0,12,35,23,35
8882,2.0,15129,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,21,5,19,10,19,0,23,50
8883,1.0,6645,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,4,11,40,1,30,13,50
8884,0.0,4804,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,17,15,19,50,2,35
8885,1.0,5746,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,11,20,15,25,4,5
8886,1.0,5199,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9,6,5,55,13,35,7,40
8887,0.0,4332,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,18,3,19,35,21,55,2,20
8888,1.0,6416,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,6,11,25,21,0,9,35
